"artist","title","label","imUrl","root-genre","first-release-year"
"Augie March","Thanks for the Memes","Bmg","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","1998"
"Model 500","The Flow","xxx","http://ecx.images-amazon.com/images/I/113XCCKJ8PL.jpg","Alternative Rock","1995"
"Level 42","Lessons in Love","Polyg","http://ecx.images-amazon.com/images/I/51Vwt9tyqKL._SX300_.jpg","Alternative Rock","1988"
"Fire & Ice","Gilded By the Sun","World","http://ecx.images-amazon.com/images/I/31CP08NBNTL.jpg","Alternative Rock","1992"
"William Reid","Tired of Fucking","Creat","http://ecx.images-amazon.com/images/I/21ZHW4NMQ8L.jpg","Alternative Rock","1998"
"Ultra Vivid Scene","Blood & Thunder","4ad","http://ecx.images-amazon.com/images/I/11vM8zkBDHL.jpg","Alternative Rock","1992"
"The Fall","Smile...It's the Best of the Fall","Castle","http://ecx.images-amazon.com/images/I/21D69JC89HL.jpg","Alternative Rock","1998"
"Bluetones","If","Plygr","http://ecx.images-amazon.com/images/I/21F3GX30W5L.jpg","Alternative Rock","1998"
"Dandy Warhols","Not If You Were The Last Junkie On Earth","Capitol","http://ecx.images-amazon.com/images/I/51XkgE8NJ7L._SX300_.jpg","Alternative Rock","1998"
"Idlewild","Captain","Food_","http://ecx.images-amazon.com/images/I/411TBCKS4AL.jpg","Alternative Rock","1998"
"John S Hall","Real Men","Shimmy Disc","http://ecx.images-amazon.com/images/I/21Y60SW59DL.jpg","Alternative Rock","1991"
"Bloodstar","Bloodstar","Twin/Tone","http://ecx.images-amazon.com/images/I/613JmO1yE6L._SX300_.jpg","Alternative Rock","1988"
"God Bullies","Dog Show","Amphetamine Reptile","http://ecx.images-amazon.com/images/I/31WUL2T5EYL._SX300_.jpg","Alternative Rock","1990"
"The Wallflowers","Heroes","Epic","http://ecx.images-amazon.com/images/I/114V6WXT1VL.jpg","Alternative Rock","1998"
"Heavenly Bodies","Celestial","C'Est La Mort","http://ecx.images-amazon.com/images/I/61ECzf1LIhL._SL500_SY300_.jpg","Alternative Rock","1988"
"The Plugz","Electrify Me","Restless/Plugz","http://ecx.images-amazon.com/images/I/41H9UvNZktL._SY300_.jpg","Alternative Rock","1979"
"2nd Chapter of Acts","Far Away Places","Navarre Corporation/","http://ecx.images-amazon.com/images/I/410EHB478SL.jpg","Alternative Rock","1991"
"Rainy Day","Rainy Day","Rough Trade","http://ecx.images-amazon.com/images/I/41ZDP8znw3L._SL500_.jpg","Alternative Rock","1984"
"The Plugz","Better Luck","Restless/Plugz","http://ecx.images-amazon.com/images/I/51sdINvTsvL._SL500_SX300_.jpg","Alternative Rock","1981"
"2nd Chapter of Acts","How the West Was One","Navarre Corporation/","http://ecx.images-amazon.com/images/I/41PHH78QN1L.jpg","Alternative Rock","1990"
"2nd Chapter of Acts","Mansion Builder","Navarre Corporation/","http://ecx.images-amazon.com/images/I/4160H4BF5TL.jpg","Alternative Rock","1991"
"2nd Chapter of Acts","Rejoice","Sparrow","http://ecx.images-amazon.com/images/I/41B8HNRAYZL.jpg","Alternative Rock","1991"
"Albhy Galuten","Raw Deal ","Varese Sarabande","http://ecx.images-amazon.com/images/I/21P72PAJXYL.jpg","Alternative Rock","2004"
"Steve Taylor","Meltdown","Sparrow","http://ecx.images-amazon.com/images/I/51-5hev9nFL._SY300_.jpg","Alternative Rock","1984"
"Fastball","Way","Pid","http://ecx.images-amazon.com/images/I/41KEGGEM62L._SX300_.jpg","Alternative Rock","1997"
"Mabuses","Mabuses","Allegro Corporation","http://ecx.images-amazon.com/images/I/2166WMRK7QL.jpg","Alternative Rock","1991"
"Officer Negative","Dead to the World","Diamante--DNA--","http://ecx.images-amazon.com/images/I/31RX-2UdBPL._SL500_.jpg","Alternative Rock","1998"
"Smashing Pumpkins","Perfect","Pid","http://ecx.images-amazon.com/images/I/31CDDQP587L.jpg","Alternative Rock","1998"
"Beatnik Filmstars","Boss Disque","Merge (Non Exclusive)","http://ecx.images-amazon.com/images/I/21Y9J7TXMWL.jpg","Alternative Rock","1998"
"Filter","One","Pid","http://ecx.images-amazon.com/images/I/21ZE6KXT6KL.jpg","Alternative Rock","1998"
"Storm Watch","Right to Remain Violent","Gmm","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","2000"
"Huevos Rancheros","Endsville","C/Z","http://ecx.images-amazon.com/images/I/61gsRA%2B-taL._SX300_.jpg","Alternative Rock","1993"
"Days Of The New","Down Town","Pid","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","1987"
"Roadside Monument","I Am the Day of Current Taste","Tooth & Nail Records","http://ecx.images-amazon.com/images/I/51XZmOx2xNL._SY300_.jpg","Alternative Rock","1998"
"Ill Repute","Positive Charged","Grand Theft Audio","http://ecx.images-amazon.com/images/I/515g1ymqDsL._SX300_.jpg","Alternative Rock","1997"
"Onion","Faster","Crisis Records","http://ecx.images-amazon.com/images/I/21KP2RFJAFL.jpg","Alternative Rock","2004"
"Raw Power","Burning the Factory","Grand Theft Audio","http://ecx.images-amazon.com/images/I/41UmiQ57IzL._SX300_.jpg","Alternative Rock","1996"
"Anti","The Hardcore Years 1980-84","Grand Theft Audio","http://ecx.images-amazon.com/images/I/61DDlxsbO4L._SL500_SY300_.jpg","Alternative Rock","1997"
"The Divine Comedy","Fin De Siecle","Pid","http://ecx.images-amazon.com/images/I/21HEK7V5V1L.jpg","Alternative Rock","1998"
"Those Unknown","Those Unknown","Gmm","http://ecx.images-amazon.com/images/I/51udvVLvtGL._SL500_SY300_.jpg","Alternative Rock","2003"
"Raw Power","Too Tough to Burn","Rosem","http://ecx.images-amazon.com/images/I/41ILI5EPHDL.jpg","Alternative Rock","1993"
"Agnostic Front","Raw Unleashed","Grand Theft Audio","http://ecx.images-amazon.com/images/I/51iFIot58mL._SX300_.jpg","Alternative Rock","1995"
"Dr Phibes and The House of Wax Equations","Hypnotwister","VC Records","http://ecx.images-amazon.com/images/I/51AGVVKoE2L._SX300_.jpg","Alternative Rock","1993"
"Monochrome Set","Eligible Bachelors","Cherry Red","http://ecx.images-amazon.com/images/I/118JYQFGYHL.jpg","Alternative Rock","1982"
"Blind Passengers","Glamour of Darkness","Indigo","http://ecx.images-amazon.com/images/I/515YMipelKL._SX300_.jpg","Alternative Rock","1993"
"Dean Wareham","Anesthesia","Jungle","http://ecx.images-amazon.com/images/I/51DuJ2n0sEL._SX300_.jpg","Alternative Rock","1990"
"Mdc","Metal Devil Cokes","Goldr","http://ecx.images-amazon.com/images/I/41KEQEMAQ6L.jpg","Alternative Rock","1989"
"Gary Floyd","Broken Angels","Mi.Pl","http://ecx.images-amazon.com/images/I/41YF3JQSBKL.jpg","Alternative Rock","1995"
"Various Artists","Whore: Various Artists Play Wire","Wmo","http://ecx.images-amazon.com/images/I/41CCY1965XL._SY300_.jpg","Alternative Rock","1996"
"Various Artists","The World Still Won't Listen: A Tribute To The Smiths","T.D.H","http://ecx.images-amazon.com/images/I/41TFDG9B7VL.jpg","Alternative Rock","1996"
"Various Artists","Generations 1","Emi","http://ecx.images-amazon.com/images/I/61UZw3vvi-L._SX300_.jpg","Alternative Rock","1997"
"Regenerator","Soulseeker","Spv","http://ecx.images-amazon.com/images/I/41D7Q20JMFL.jpg","Alternative Rock","1997"
"Claire Voyant","Claire Voyant","Snoop","http://ecx.images-amazon.com/images/I/41C2ACSYCWL.jpg","Alternative Rock","1995"
"Hard Resistance","Engine of Hate","Lost&","http://ecx.images-amazon.com/images/I/511NMFY0jPL.jpg","Alternative Rock","1997"
"Dusters","This Ain't No Jukebox","Dixie","http://ecx.images-amazon.com/images/I/416JAH4HPTL.jpg","Alternative Rock","1997"
"Donkey","Stroke My Wings Gently","Guide","http://ecx.images-amazon.com/images/I/41al7w8gt0L.jpg","Alternative Rock","1997"
"28 Days","Sand","Stubb","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","1998"
"Bernard Butler","Not Alone","Mshrm","http://ecx.images-amazon.com/images/I/2179JAFFZ3L.jpg","Alternative Rock","1998"
"Skinny Puppy","Chainsaw EP","Nettwerk","http://ecx.images-amazon.com/images/I/41fuNbALf6L._SL500_SX300_.jpg","Alternative Rock","1993"
"Marcy Playground","Saint Joe On The School Bus ","Pid","http://ecx.images-amazon.com/images/I/417AVRYW8AL.jpg","Alternative Rock","1997"
"Ataris","Look Forward to Failure Ep","Fat Wreck Chords -- Caroline--","http://ecx.images-amazon.com/images/I/31HTSV8F4HL.jpg","Alternative Rock","1998"
"Mento Buru","No Dancing Please","Moon Ska/Caroline","http://ecx.images-amazon.com/images/I/31BWFB2VFEL.jpg","Alternative Rock","1997"
"Royal","My Dear","Tooth & Nail Records","http://ecx.images-amazon.com/images/I/41R-Fi2A0JL._SY300_.jpg","Alternative Rock","1998"
"Smashing Pumpkins","Daphine Descends","Pid","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","1998"
"Spatula","Even the Thorny Acacia","Jesus Christ","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","1994"
"Plastik Trumpet","Are You P.T.?","Ismist Recordings","http://ecx.images-amazon.com/images/I/41REGJTDHWL.jpg","Alternative Rock","1995"
"Sebadoh","Flame ","Domino Recording Co Ltd","http://ecx.images-amazon.com/images/I/61hDvLDH2TL._SL500_SY300_.jpg","Alternative Rock","1999"
"Icehouse","Primitive Man","Msi","http://ecx.images-amazon.com/images/I/115YGFWCGWL.jpg","Alternative Rock","1982"
"Hot Pink Turtle","Ticklewigglejigglepickle","R. E. X. Music","http://ecx.images-amazon.com/images/I/51QkP0CMMjL._SY300_.jpg","Alternative Rock","1993"
"Smudge","Mo Pootang","Hac","http://ecx.images-amazon.com/images/I/413Y5HQC74L.jpg","Alternative Rock","1997"
"Maniacs Vs. Sharlat","Don't Climb the Pyramids","Barraka","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","1997"
"Titãs","Tudo Ao Mesmo Tempo Agora","Warner Music","http://ecx.images-amazon.com/images/I/41heD-d-2TL._SY300_.jpg","Alternative Rock","1991"
"Raimundos","Raimundos","Wea","http://ecx.images-amazon.com/images/I/418K7RYC34L.jpg","Alternative Rock","1994"
"R.E.M.","E-Bow the Letter","Wea/Warner","http://ecx.images-amazon.com/images/I/316FNACT6BL.jpg","Alternative Rock","1996"
"Broken Dog","Zero","Bigca","http://ecx.images-amazon.com/images/I/51Ii31BWTeL._SY300_.jpg","Alternative Rock","1998"
"Supermarket All Stars","Anthology","Too Hep","http://ecx.images-amazon.com/images/I/41AbQbXe3oL._SX300_.jpg","Alternative Rock","1998"
"Avail","Live at the Kings Head Inn","Old Glory","http://ecx.images-amazon.com/images/I/31IaEMNOf7L._SL500_.jpg","Alternative Rock","1994"
"Howard Zinn","A People's History of the United States: A Lecture at Reed College","alternative tentacle","http://ecx.images-amazon.com/images/I/61MSQKDZ81L.gif","Alternative Rock","2001"
"Legendary Pink Dots","9 Lives to Wonder","Soleilmoon","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","1994"
"Chris & Cosey","Exotika & Take Five","Msi","http://ecx.images-amazon.com/images/I/4197ZA4JVSL.jpg","Alternative Rock","1990"
"Ashley Stove","New Scars","Merge (Non Exclusive)","http://ecx.images-amazon.com/images/I/31Z8RT9NCYL.jpg","Alternative Rock","2000"
"Gay Dad","To Earth With Love","Msi/Pgd","http://ecx.images-amazon.com/images/I/51xI0gKJgCL._SX300_.jpg","Alternative Rock","1999"
"The Offspring","Pretty Fly ","Msi/Sony","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","1998"
"The Clash","THE SINGLES","n/a","http://ecx.images-amazon.com/images/I/41SEDDW9CKL.jpg","Alternative Rock","1991"
"Magnapop","Rubbing Doesn't Help","Pias","http://ecx.images-amazon.com/images/I/41KE1EDSFDL.jpg","Alternative Rock","1996"
"Magnapop","Hot Boxing","Pias","http://ecx.images-amazon.com/images/I/31GY47M9XWL.jpg","Alternative Rock","1994"
"Sunshine Blind","Liquid","Alice","http://ecx.images-amazon.com/images/I/51jQzoAqhsL._SX300_.jpg","Alternative Rock","1996"
"Green Day","Nice Guys Finish Last","Msi/Wea","http://ecx.images-amazon.com/images/I/4122DTdI-ZL._SL500_.jpg","Alternative Rock","1998"
"Gigantor","100 Club","Spv","http://ecx.images-amazon.com/images/I/51VY7CMJ37L.jpg","Alternative Rock","1998"
"Various Artists","Stereo Ultra: A Collection of 70s Furious French Soundtracks","Big Cheese","http://ecx.images-amazon.com/images/I/41Q77DJEQGL.jpg","Alternative Rock","1998"
"Reel Big Fish","Take on Me","Pid","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","1998"
"Gary Numan","Exile Extended","Cleopatra","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","1997"
"Channel 23","Float","Amphibiphonic","http://ecx.images-amazon.com/images/I/51%2BIXCYp-lL._SY300_.jpg","Alternative Rock","2000"
"Punch The Clown","Secret Life of Punch the Clown","Raj Records","http://ecx.images-amazon.com/images/I/51BIhXUKCrL._SL500_SX300_.jpg","Alternative Rock","1999"
"The Gunga Din","Introducing","Tractor Beam","http://ecx.images-amazon.com/images/I/410FK81EYHL._SX300_.jpg","Alternative Rock","1997"
"Vinnie and the Stardusters","Novelty Music for Casual Sex","Gourmandizer","http://ecx.images-amazon.com/images/I/512B99JS6NL.jpg","Alternative Rock","1998"
"Gene","To See the Lights","Poly","http://ecx.images-amazon.com/images/I/21XKP3M27SL.jpg","Alternative Rock","1996"
"The Dandy Warhols","Boys Better CD#1","Capitol","http://ecx.images-amazon.com/images/I/512D%2BZv5LzL._SX300_.jpg","Alternative Rock","1998"
"The Creatures - Siouxsie","Say","Msi","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","1999"
"Common Rider","LAST WAVE ROCKERS","LOOKOUT RECORDS/TVT","http://ecx.images-amazon.com/images/I/51P8CJZC5DL.jpg","Alternative Rock","1999"
"Ash","Life Less Ordinary","Edel","http://ecx.images-amazon.com/images/I/51P8F1Q51ZL.jpg","Alternative Rock","1997"
"Kent","747","Bmg","http://ecx.images-amazon.com/images/I/31GDKA3350L.jpg","Alternative Rock","1998"
"Valérie Lemercier","Valérie Lemercier chante","March Records -- Redeye --","http://ecx.images-amazon.com/images/I/41skEdyZBKL._SY300_.jpg","Alternative Rock","1996"
"Various Artists","Burning London: The Clash Tribute","Mushroom","http://ecx.images-amazon.com/images/I/411JX0RJCML.jpg","Alternative Rock","1999"
"David Bowie","Ziggy Stardust & The Spiders From Mars","Emi","http://ecx.images-amazon.com/images/I/2134QTGA3EL.jpg","Alternative Rock","1983"
"reflecting skin","Haley","Luminous Motion","http://ecx.images-amazon.com/images/I/51uXFlnP4JL._SY300_.jpg","Alternative Rock","2008"
"Collective Soul","Dosage","Atlan","http://ecx.images-amazon.com/images/I/418CDKPKH5L.jpg","Alternative Rock","1999"
"Adicts","Live & Loud","Step-1 (UK)","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","1987"
"Sham 69","Tell Us the Truth","Dojo (UK)","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","1978"
"Merzbow","Merzbox Sampler","Extreme -- D.E.I. --","http://ecx.images-amazon.com/images/I/41hOyWEuZfL._SL500_.jpg","Alternative Rock","1997"
"Waxwing","For Madmen Only","Second Nature","http://ecx.images-amazon.com/images/I/1100QQVAZRL.jpg","Alternative Rock","1999"
"Bellrays","Let It Blast","Rotz Recordings","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","1998"
"Weston","Return to Mono","Rubber Records","http://ecx.images-amazon.com/images/I/41M3FV9BARL.jpg","Alternative Rock","1999"
"Lit","My Own Worst Enemy","BMG","http://ecx.images-amazon.com/images/I/41jzFWlVBHL._SX300_.jpg","Alternative Rock","1999"
"Crocketts","James Dean Esque","Blued","http://ecx.images-amazon.com/images/I/31QFFPZHNDL.jpg","Alternative Rock","1999"
"Bowling for Soup","Tell Me When to Whoa","Crystal Clear Sound","http://ecx.images-amazon.com/images/I/31a0vqn0zhL.jpg","Alternative Rock","1998"
"Suede","Electricity Ep ","EPIC SONY","http://ecx.images-amazon.com/images/I/41BuSUQr7TL._SX300_.jpg","Alternative Rock","1999"
"Pavement","Live","Matador (Dna)","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","2008"
"Porkers","Hot Dog Daiquiri","Moon Ska/Caroline","http://ecx.images-amazon.com/images/I/21MFJXKQK9L.jpg","Alternative Rock","1999"
"Legendary Pink Dots","Live at the Metro","Soleilmoon","http://ecx.images-amazon.com/images/I/412QAKGUubL._SL500_.jpg","Alternative Rock","1999"
"Current 93","Crooked Crosses For The Nodding God","United Dairies","http://ecx.images-amazon.com/images/I/5109T55DK9L.jpg","Alternative Rock","1989"
"Boo Radleys","Boo! Forever","Creat","http://ecx.images-amazon.com/images/I/41QYTSRTD5L.jpg","Alternative Rock","1992"
"Alisha's Attic","Illumina ","Mercury","http://ecx.images-amazon.com/images/I/41YV8KERXHL.jpg","Alternative Rock","1998"
"See Spot Run","Weightless","Log","http://ecx.images-amazon.com/images/I/31VWTXCTMGL.jpg","Alternative Rock","1999"
"Blumfeld","Old Nobody","Bigca","http://ecx.images-amazon.com/images/I/51bt80Hl1-L._SX300_.jpg","Alternative Rock","1999"
"Straw","Shoplifting","Warne","http://ecx.images-amazon.com/images/I/51leXBfHIlL._SY300_.jpg","Alternative Rock","1999"
"Ride","Today Forever","Creat","http://ecx.images-amazon.com/images/I/41XHEJFF2AL.jpg","Alternative Rock","1991"
"Jersey","Battle Has Just Begun","Fueled By Ramen Records","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Alternative Rock","1999"
"Noxious Emotion","Symbols","A.D.S.R. Musicwerks","http://ecx.images-amazon.com/images/I/61KISaI0KOL._SX300_.jpg","Alternative Rock","1998"
"Silvania","Delay Tambor","Stereophonic Elefant Dance Recordings","http://ecx.images-amazon.com/images/I/41DGS3X7JZL.jpg","Alternative Rock","1996"
"Ebo","Secret Weapon","Mullet Records International","http://ecx.images-amazon.com/images/I/41rXQ3HQhVL.jpg","Alternative Rock","1999"
"Bis","Detour","Wiiija","http://ecx.images-amazon.com/images/I/41JGE80KFRL.jpg","Alternative Rock","1999"
"Moon Lay Hidden Beneath a Cloud","Amara Tanta Tyri","World","http://ecx.images-amazon.com/images/I/41K3A3R9RZL.jpg","Alternative Rock","1994"
"R.E.M.","Suspicion","xxx","http://ecx.images-amazon.com/images/I/11YiTKvi8CL.jpg","Alternative Rock","1999"
"Ooberman","Million Suns","Independiente","http://ecx.images-amazon.com/images/I/41J12EK0RNL.jpg","Alternative Rock","1999"
"Sebadoh","4 Song CD","Cf","http://ecx.images-amazon.com/images/I/218G4RQHAHL.jpg","Alternative Rock","1994"
"Suede","She's in Fashion","SONY MUSIC ENTERTAINMENT JAPAN","http://ecx.images-amazon.com/images/I/31ZItdqv7mL._SX300_.jpg","Alternative Rock","1999"
"In Gowan Ring","The Twin Trees","World Serpent","http://ecx.images-amazon.com/images/I/31VGZWPYSFL.jpg","Alternative Rock","1997"
"Dark Star","Twenty Twenty Sound","Emi","http://ecx.images-amazon.com/images/I/51YR34XMD9L.jpg","Alternative Rock","1999"
"Various Artists","Stir of Echoes ","Nettwerk","http://ecx.images-amazon.com/images/I/51XlC03J4RL._SY300_.jpg","Alternative Rock","2000"
"For Love Not Lisa","The Lost Elephant","Tooth & Nail Records","http://ecx.images-amazon.com/images/I/41HjYe4sl9L._SY300_.jpg","Alternative Rock","1999"
"Android Lust","Evolution","Tinman","http://ecx.images-amazon.com/images/I/51371VEN72L.jpg","Alternative Rock","1999"
